SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,OCCUPATION_TYPE,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,FLAG_DOCUMENT_17,AMT_REQ_CREDIT_BUREAU_YEAR
100188,0,Cash loans,F,N,N,1,225000,1325475,56290.5,1125000,Unaccompanied,Working,Higher education,Married,Office apartment,-15323,Core staff,School,0.728091813,0.702462895,0.546023197,0,1
100189,0,Cash loans,F,N,Y,0,135000,263844,14440.5,189000,Unaccompanied,Working,Incomplete higher,Separated,House / apartment,-16807,Sales staff,Trade: type 7,,0.010271649,,0,
100190,0,Cash loans,M,Y,N,0,162000,263686.5,24781.5,238500,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,-13972,Labourers,Government,0.534998574,0.58585863,0.788680775,0,3
100191,0,Cash loans,F,N,Y,0,112500,544491,17563.5,454500,Unaccompanied,Working,Higher education,Separated,House / apartment,-21819,High skill tech staff,Business Entity Type 2,,0.688792178,0.522697317,0,2
100192,1,Cash loans,F,N,N,0,111915,225000,21037.5,225000,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,With parents,-7989,Core staff,Trade: type 3,,0.086252915,0.513693766,0,0
100193,0,Cash loans,F,Y,N,0,225000,296280,15124.5,225000,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,House / apartment,-17879,,Other,0.731105247,0.748854443,0.508286991,0,6
100194,0,Revolving loans,F,N,Y,2,157500,315000,15750,315000,Unaccompanied,Working,Higher education,Civil marriage,House / apartment,-12805,Labourers,Industry: type 3,0.434878476,0.111766717,0.192942228,0,2
100195,0,Cash loans,M,Y,Y,0,90000,336150,9373.5,202500,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,-10887,,Trade: type 3,0.356355104,0.547773048,0.749021705,0,2
100196,0,Cash loans,F,Y,Y,0,164250,755190,32125.5,675000,Unaccompanied,Working,Higher education,Married,House / apartment,-11568,Secretaries,Construction,0.592547343,0.593340423,0.303146374,0,4
100197,0,Cash loans,F,N,N,2,157500,497520,28692,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-12019,Sales staff,Self-employed,0.721760512,0.472285823,,0,
100198,0,Cash loans,M,Y,Y,1,135000,531000,32616,531000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-13116,Drivers,Self-employed,,0.748916128,0.639707568,0,2
100199,0,Cash loans,F,N,Y,0,112500,269550,18891,225000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-20858,Cleaning staff,Industry: type 3,,0.704424468,0.276440695,0,1
100200,0,Cash loans,F,N,N,0,216000,450000,27193.5,450000,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,-16891,,Business Entity Type 3,,0.640040616,0.694092643,0,3
100201,0,Cash loans,F,N,Y,1,180000,675000,36747,675000,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,-12147,Core staff,Trade: type 2,0.764917188,0.601560374,0.350695843,0,6
100202,0,Cash loans,F,N,N,0,67500,127350,6597,112500,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22994,,XNA,,0.121905941,0.2692858,0,5
100203,0,Cash loans,F,N,N,0,54000,119925,11097,112500,Other_B,Pensioner,Secondary / secondary special,Widow,House / apartment,-25104,,XNA,,0.640514056,0.544234741,0,0
100204,0,Cash loans,F,N,Y,1,81000,532494,30699,454500,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-19525,,XNA,,0.171535121,0.54065445,0,0
100205,0,Cash loans,F,N,Y,0,63000,808650,26217,675000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-18302,Labourers,Housing,,0.046215527,0.549596502,0,0
100206,0,Cash loans,M,Y,N,1,157500,318528,25294.5,252000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-12027,Drivers,Business Entity Type 3,,0.164258906,,0,
100207,0,Cash loans,F,N,Y,0,157500,700830,22738.5,585000,"Spouse, partner",Working,Secondary / secondary special,Civil marriage,House / apartment,-16518,Waiters/barmen staff,Government,,0.671782544,0.593717587,0,1
100208,0,Cash loans,M,N,N,1,180000,888840,29016,675000,Family,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12648,Labourers,Self-employed,0.34271221,0.63445495,0.70620511,0,2
100209,1,Revolving loans,M,N,Y,3,180000,540000,27000,540000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,-15326,High skill tech staff,Construction,,0.372110259,0.50648424,0,2
100210,0,Cash loans,F,N,Y,1,202500,771493.5,25627.5,666000,Unaccompanied,Working,Higher education,Separated,House / apartment,-16475,Core staff,School,,0.621978453,0.744932185,0,1
100211,0,Cash loans,M,N,N,3,225000,746280,49873.5,675000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-14033,Cooking staff,Other,,0.575086051,0.307736696,0,6
100213,0,Cash loans,F,N,N,2,49500,278460,19930.5,225000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-13873,Labourers,Industry: type 3,0.549717141,0.495366089,0.581483706,0,0
100214,1,Cash loans,F,N,Y,1,202500,436032,28516.5,360000,Unaccompanied,Commercial associate,Higher education,Civil marriage,House / apartment,-10127,,Business Entity Type 3,,0.500231493,,0,
100215,0,Cash loans,F,Y,N,0,90000,227520,8172,180000,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21703,,XNA,,0.265311748,0.641368257,0,5
100216,0,Cash loans,F,N,N,0,90000,67500,6705,67500,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,-19785,Sales staff,Business Entity Type 3,0.620019696,0.709453169,,0,0
100217,0,Cash loans,F,N,N,0,180000,254700,25321.5,225000,Family,Working,Secondary / secondary special,Separated,House / apartment,-13620,Labourers,Self-employed,0.52163285,0.391435947,0.42765737,0,1
100218,0,Cash loans,M,Y,Y,0,337500,876078,49050,765000,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,-13210,Drivers,Business Entity Type 3,0.667166656,0.749409245,0.337672722,0,2
100219,0,Cash loans,M,N,Y,1,315000,2250000,83515.5,2250000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,-11177,Core staff,Business Entity Type 3,0.380091834,0.693357925,,0,3
100220,0,Cash loans,F,N,Y,0,225000,1040985,30568.5,909000,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,-14823,Sales staff,Self-employed,,0.626338745,0.6075573,0,1
100221,0,Cash loans,F,N,Y,0,225000,684054,77494.5,630000,Unaccompanied,Commercial associate,Secondary / secondary special,Widow,House / apartment,-23656,,Bank,,0.592458969,0.736622698,0,4
100224,0,Cash loans,F,Y,Y,2,225000,1256400,36864,900000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-14091,,Business Entity Type 3,,0.598632112,0.344155007,0,0
100225,0,Cash loans,M,Y,N,2,157500,720000,28552.5,720000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,With parents,-14144,Sales staff,Self-employed,,0.72217837,0.634705531,0,2
100226,0,Revolving loans,F,N,N,2,112500,270000,13500,270000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-13584,Sales staff,Self-employed,0.394163266,0.636572249,,0,
100227,0,Cash loans,M,N,N,0,292500,1024740,55719,900000,Unaccompanied,Working,Higher education,Single / not married,House / apartment,-10010,Managers,Self-employed,0.41294354,0.634896064,0.297086612,0,1
100228,0,Cash loans,F,N,N,1,121500,1102500,32364,1102500,Unaccompanied,State servant,Secondary / secondary special,Married,Municipal apartment,-13957,Labourers,Business Entity Type 2,0.741096318,0.408870612,0.425892898,0,4
100229,0,Cash loans,F,N,Y,0,157500,544491,16047,454500,Family,Working,Secondary / secondary special,Married,House / apartment,-17947,Medicine staff,Medicine,,0.641012383,0.759712182,0,2
100230,0,Revolving loans,F,N,N,0,135000,405000,20250,405000,Children,Working,Secondary / secondary special,Married,House / apartment,-19070,Sales staff,Self-employed,0.621555408,0.37154331,0.180887978,0,2
100231,0,Cash loans,M,Y,Y,1,108000,912240,30276,787500,"Spouse, partner",Commercial associate,Secondary / secondary special,Married,House / apartment,-17850,Drivers,Industry: type 3,,0.497301263,0.832785025,0,2
100233,0,Cash loans,F,N,Y,0,216000,679671,28926,607500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-18341,,Transport: type 4,,0.201583682,0.609275667,0,8
100234,0,Revolving loans,F,N,N,0,67500,180000,9000,180000,Unaccompanied,Working,Secondary / secondary special,Widow,With parents,-16614,Core staff,Hotel,,0.583926047,0.716570245,0,0
100235,0,Cash loans,F,N,Y,0,135000,364896,19926,315000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-15887,Cooking staff,Military,,0.505288174,0.218859082,0,2
100236,0,Cash loans,M,Y,Y,0,112500,312768,20353.5,270000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-23187,Labourers,Business Entity Type 2,,0.430618297,,0,
100237,0,Cash loans,F,N,N,2,144000,1288350,37800,1125000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,Rented apartment,-13803,Core staff,Trade: type 3,,0.547036233,0.21762852,0,1
100238,0,Cash loans,M,Y,Y,2,135000,781920,50148,675000,"Spouse, partner",Commercial associate,Secondary / secondary special,Married,House / apartment,-12994,Labourers,Business Entity Type 3,0.437289178,0.645633638,0.65452928,0,0
100239,0,Cash loans,F,N,Y,1,225000,1483231.5,51687,1354500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-20191,Accountants,Business Entity Type 3,0.853080364,0.757327684,0.130947153,0,2
100240,0,Cash loans,M,N,Y,2,135000,590337,28530,477000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-11978,Labourers,Housing,0.244903114,0.62853169,0.121408286,0,4
100242,0,Cash loans,M,Y,Y,0,90000,101880,10827,90000,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,-20945,Drivers,Business Entity Type 3,,0.718314238,0.380799683,0,0
100243,0,Cash loans,M,N,Y,0,112500,161730,13833,135000,Unaccompanied,Working,Higher education,Married,House / apartment,-9720,Labourers,Business Entity Type 3,,0.394074925,0.45432106,0,3
100244,0,Cash loans,M,N,N,1,247500,447768,35505,405000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-17103,Labourers,Industry: type 9,0.405097726,0.103570253,0.742181612,0,0
100246,1,Cash loans,F,N,Y,0,135000,495216,26995.5,427500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-12824,Labourers,Self-employed,,0.044020823,0.24318648,0,0
100247,0,Cash loans,F,N,Y,0,225000,402939,19381.5,306000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-19914,Labourers,Business Entity Type 1,0.582492392,0.657783611,0.196333966,0,4
100248,0,Cash loans,F,N,Y,0,90000,808650,23643,675000,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-22389,,XNA,,0.223494506,0.456109739,0,3
100249,0,Cash loans,F,N,Y,2,67500,76410,4513.5,67500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-15293,Labourers,Industry: type 3,0.636498271,0.093445327,0.519097338,0,0
100250,0,Cash loans,F,Y,N,1,72000,90000,6529.5,90000,Unaccompanied,Working,Secondary / secondary special,Married,With parents,-11259,Labourers,Business Entity Type 3,,0.295432991,0.621226338,0,5
100251,0,Cash loans,M,Y,Y,0,202500,270000,14134.5,270000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-19530,Drivers,Other,0.690436678,0.581022345,,0,0
100252,0,Cash loans,F,N,Y,0,225000,490495.5,50391,454500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-17715,Sales staff,Self-employed,,0.670967177,,0,1
100254,0,Cash loans,M,Y,Y,0,292500,1078200,34911,900000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,-21646,Drivers,Business Entity Type 3,0.717761351,0.750442691,0.511891802,0,3
100255,0,Cash loans,M,Y,Y,0,315000,824544,52825.5,720000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,-15377,Labourers,Business Entity Type 3,0.593709944,0.611885996,0.420610964,0,1
100257,0,Cash loans,F,N,Y,0,90000,312768,16119,270000,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23090,,XNA,,0.518700873,0.73098737,0,3
100258,0,Cash loans,F,N,Y,0,135000,81000,9135,81000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,-16273,Cooking staff,Restaurant,,0.233864895,,0,
100259,0,Cash loans,M,Y,Y,0,180000,427500,21955.5,427500,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-20672,,XNA,,0.379162041,0.379100485,0,4
100260,0,Cash loans,M,N,Y,0,180000,180000,20488.5,180000,Unaccompanied,Working,Higher education,Single / not married,Co-op apartment,-10038,Core staff,Government,,0.705770389,0.477649155,0,2
100261,0,Cash loans,F,N,Y,0,90000,522000,22243.5,522000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-14974,Labourers,Postal,,0.508092182,0.542445144,0,1
100262,0,Cash loans,M,Y,Y,0,315000,1575000,41548.5,1575000,Family,Working,Secondary / secondary special,Married,House / apartment,-13640,Drivers,Postal,0.11868428,0.690458464,0.520897599,0,1
100263,0,Cash loans,F,N,Y,0,108000,585000,32665.5,585000,Family,Pensioner,Higher education,Widow,House / apartment,-23456,,XNA,0.770814499,0.235313763,0.270707387,0,0
100264,0,Cash loans,F,N,Y,0,121500,1215000,48186,1215000,Unaccompanied,Pensioner,Higher education,Married,House / apartment,-23037,,XNA,,0.305150229,0.69562193,0,0
100265,0,Cash loans,F,N,Y,0,112500,723996,34960.5,585000,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-8302,Sales staff,Self-employed,0.38913815,0.577718293,0.394495405,0,2
100266,0,Cash loans,F,N,N,0,157500,1256400,36864,900000,Unaccompanied,Commercial associate,Secondary / secondary special,Widow,Municipal apartment,-18810,,Business Entity Type 3,,0.695816531,0.7136314,0,1
100267,0,Cash loans,M,N,Y,0,225000,675000,17937,675000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,-13685,Managers,Business Entity Type 3,,0.681537452,0.631354537,0,3
100268,0,Cash loans,F,N,N,0,85500,225000,18040.5,225000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-10571,Labourers,Business Entity Type 3,0.10104527,0.646688582,0.225086862,0,3
100269,0,Cash loans,M,N,Y,0,180000,427450.5,23319,369000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,-11180,Labourers,Business Entity Type 3,,0.285897872,0.448962273,0,2
100270,0,Revolving loans,F,N,Y,0,90000,337500,16875,337500,Unaccompanied,Pensioner,Higher education,Married,House / apartment,-21497,,XNA,,0.714056093,0.75037515,0,3
100272,0,Revolving loans,F,N,Y,1,135000,180000,9000,180000,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,-9135,Sales staff,Business Entity Type 2,,0.19525757,0.183035167,0,2
100273,1,Cash loans,F,N,Y,0,157500,1710000,66262.5,1710000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,-23127,Medicine staff,Other,,0.126332063,,0,
100274,0,Cash loans,M,Y,Y,0,308250,1305000,38281.5,1305000,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,-15612,Drivers,Self-employed,0.652943044,0.698452868,0.80045134,0,3
100275,0,Cash loans,F,Y,Y,0,108000,646920,18670.5,540000,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,-23650,,XNA,,0.731907092,0.72094415,0,3
100276,0,Cash loans,F,Y,Y,0,135000,497520,39438,450000,Family,Working,Secondary / secondary special,Married,House / apartment,-12246,Private service staff,Services,0.53179976,0.216849299,,0,1
100277,0,Cash loans,M,Y,N,0,67500,364896,16200,315000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,-21812,,XNA,0.85674012,0.574514184,,0,
100279,0,Cash loans,M,N,Y,0,180000,254700,16407,225000,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,-23946,,XNA,,0.458684569,0.528092751,0,5
100281,0,Cash loans,F,N,Y,1,112500,675000,21906,675000,Unaccompanied,Commercial associate,Secondary / secondary special,Widow,House / apartment,-17957,Sales staff,Self-employed,,0.660907407,0.622922,0,1
100282,1,Revolving loans,F,Y,Y,0,73341,135000,6750,135000,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,-9157,Managers,Insurance,,0.523230387,,0,
100283,0,Cash loans,F,N,Y,0,135000,747000,38268,747000,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12585,Sales staff,Self-employed,,0.653572457,0.832785025,0,1
100284,0,Cash loans,M,Y,Y,2,180000,675000,29862,675000,Unaccompanied,Working,Higher education,Married,With parents,-14445,Labourers,Business Entity Type 3,0.692454582,0.328268997,0.758393062,0,3
100285,0,Revolving loans,F,N,Y,0,112500,180000,9000,180000,"Spouse, partner",Working,Secondary / secondary special,Civil marriage,Rented apartment,-10755,Cooking staff,Self-employed,,0.435412575,,0,2
